CO,DIST,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,ind10,ind11,ind12,ind13,ind15,enroll,distname,CONAME,GROUP,OPTYPE,DFG,ABBOTT,FLAG,ind16a,ind16b,ind17a,ind17b,ind18a,ind18b,ind19,COUNTY
25,1490,2637113,1612114,1573309,38805,0,413960,226057,325701,273431,263234,59903,0,3184,29382,158,Farmingdale Boro,Monmouth,B. K-8 / 0 - 400,2,DE,,1,7.5,52447,133.3,78045,79.6,104448,11.4,Monmouth
25,1640,20359941,12798665,12014374,403479,380812,3114693,2760716,2690094,2305613,1624213,868799,0,132276,74233,1698,Freehold Boro,Monmouth,D. K-8 / 751 +,2,B,,1,12.6,52277,97.2,63760,152.8,116546,13.7,Monmouth
25,1650,152868672,89640203,86478847,1773183,1388173,22329242,18411940,14635192,11487085,18062710,8066796,0,6673123,196756,10603,Freehold Regional,Monmouth,H. 7-12 / 9-12,5,GH,,1,14.4,85347,98.1,87847,153.3,120525,12.2,Monmouth
25,1660,64261995,40176976,38018164,1967366,191446,9753454,9158437,6514829,5345574,6592186,3727718,0,442522,736565,3756,Freehold Twp,Monmouth,D. K-8 / 751 +,2,GH,,1,10.7,65582,63.1,78222,162.7,136808,17.8,Monmouth
25,2105,44924167,26494454,24365766,1651439,477249,6338313,5524239,5236742,4659848,5666999,3466689,0,1124496,190918,3224,Hazlet Twp,Monmouth,F. K-12 / 1801 - 3500,3,DE,,1,11.3,66450,82.2,67475,118.9,137531,12,Monmouth
25,2120,6645826,3749871,3455536,192545,101790,1042731,831727,614982,481474,656843,53140,0,529470,103799,305,Henry Hudson Regional,Monmouth,H. 7-12 / 9-12,4,DE,,1,7.9,63876,44.6,58357,89.5,63773,13.4,Monmouth
25,2160,4058239,2333764,2104400,98951,130413,974351,621393,333292,108742,405052,177956,0,11401,0,198,Highlands Boro,Monmouth,A. K-6,1,CD,,1,9,61195,62.5,27308,95.7,55833,12.1,Monmouth
25,2230,51240856,28895430,27720649,1035510,139271,10342933,9692879,3913475,3474935,7104467,4388207,0,966146,53623,2991,Holmdel Twp,Monmouth,F. K-12 / 1801 - 3500,3,I,,1,11.3,78000,71.4,88758,149.9,117780,15.4,Monmouth
25,2290,94164989,55795564,53682991,730490,1382083,14647727,14450973,9862435,8555880,12444226,6144878,60747,475292,240079,5790,Howell Twp,Monmouth,D. K-8 / 751 +,2,FG,,1,11.6,73375,63.5,78975,155.7,148368,15.9,Monmouth
25,2400,32725090,18033201,16592347,426190,1014664,7527807,6161729,2512130,2036155,3785826,1021780,0,866126,90989,1542,Keansburg Boro,Monmouth,E. K-12 / 0 - 1800,3,A,1,1,8,64065,39.5,76705,102.3,127128,15.4,Monmouth
25,2430,16512489,10039425,9385083,631732,22610,2281586,2111401,1804860,1545166,1706904,931295,0,662756,39315,1049,Keyport Boro,Monmouth,E. K-12 / 0 - 1800,3,CD,,1,10.1,60359,95.5,60359,95.5,110851,10.5,Monmouth
25,2720,12413099,7566568,7258313,285199,23056,2143919,2019941,1474896,1236428,1104659,509604,0,118613,50000,884,Little Silver Boro,Monmouth,D. K-8 / 751 +,2,J,,1,10.3,65500,79,64750,121.9,123858,13.3,Monmouth
25,2770,91462198,54475653,52334518,1564176,576959,15670849,13666127,8636996,7427491,10319335,6467211,0,1746021,197294,5698,Long Branch City,Monmouth,G. K-12 / 3501 +,3,B,1,1,11.4,62225,74.9,73943,138.8,101902,14.1,Monmouth
25,2920,70557043,42338547,40327850,1408968,601729,10214395,9369826,7342812,6120094,9351489,5224802,0,412096,190809,5050,Manalapan-Englishtown Reg,Monmouth,D. K-8 / 751 +,2,GH,,1,12.1,66209,82.4,77094,178.1,125262,16.9,Monmouth
25,2930,23117594,12666817,12185883,350705,130229,4161871,3967476,2822470,2375539,2462303,1334705,0,1004132,194575,1505,Manasquan Boro,Monmouth,E. K-12 / 0 - 1800,3,GH,,1,10.9,63010,70.2,69311,118.3,144736,12.6,Monmouth
25,3030,75119863,45549340,43943507,1387401,218432,11330400,10379461,8895259,7389607,8063697,3222958,0,554779,316637,4860,Marlboro Twp,Monmouth,D. K-8 / 751 +,2,I,,1,10.8,70720,75.8,85120,179,128059,18.9,Monmouth
25,3040,57811455,35480045,32835435,1093353,1551257,9008064,7071166,6159874,5124765,5173336,852012,5963,1507942,184354,3703,Matawan-Aberdeen Regional,Monmouth,G. K-12 / 3501 +,3,FG,,1,11,62940,69.4,64780,176.5,150000,18.6,Monmouth
25,3160,142170039,92459389,87583615,4057236,818538,18323737,14657795,13376585,12042214,15458421,9547612,0,2505413,1623903,9571,Middletown Twp,Monmouth,G. K-12 / 3501 +,3,GH,,1,12.1,72754,73.7,77056,198,126045,19,Monmouth
25,3200,20537118,11086819,10655642,329275,101902,3927891,3173756,2275464,1677655,3044216,1893369,19124,183538,26030,1107,Millstone Twp,Monmouth,D. K-8 / 751 +,2,I,,1,11,66450,64.9,70250,124,130442,13.2,Monmouth
25,3250,3938954,2462237,2290090,114420,57727,557106,484502,488480,415126,383793,155876,0,47338,43088,245,Monmouth Beach Boro,Monmouth,B. K-8 / 0 - 400,2,I,,1,9.3,59345,55.9,44223,102.5,93000,12.9,Monmouth
25,3260,41256108,25229213,22079516,1406810,1742887,3995117,3696935,5590489,4825078,6161311,2870281,50643,0,174207,2212,Monmouth Co Vocational,Monmouth,J. VOC,8,,,1,11,69110,82.9,63410,116.2,146700,11.9,Monmouth
25,3270,19749839,10316122,9759025,295823,261274,4001872,3542438,1762523,1435587,2357405,1391177,0,1069661,337896,961,Monmouth Regional,Monmouth,H. 7-12 / 9-12,5,GH,,1,10.5,66900,71.7,72050,90.2,125128,9.8,Monmouth
25,3500,4430092,2678766,2559528,90522,28716,621067,440278,711654,571791,377709,203217,0,40897,0,309,Neptune City,Monmouth,B. K-8 / 0 - 400,2,CD,,1,8.5,48385,74.4,47050,116,135000,15.2,Monmouth
25,3510,68916012,38767090,36705288,849685,1212117,9650421,7860269,7377047,6485844,11150299,5948878,0,1923381,163183,3986,Neptune Twp,Monmouth,G. K-12 / 3501 +,3,CD,1,1,10.1,57996,70.8,63947,132.1,131980,14.9,Monmouth
25,3810,64630599,39005479,37075682,1571258,358539,9666785,9079318,5898315,5008255,7552473,4179869,0,1723264,530958,3485,Ocean Twp,Monmouth,F. K-12 / 1801 - 3500,3,FG,,1,9.9,69865,62.4,80325,145.7,124934,17,Monmouth
25,3830,9668952,6032203,5495009,246504,290690,1491488,1363201,1052210,693833,960057,470068,0,132995,121324,572,Oceanport Boro,Monmouth,C. K-8 / 401 - 750,2,GH,,1,9.9,64436,59.5,50031,122.1,86344,14.5,Monmouth
25,4360,18955318,11099173,10232912,510654,355607,3123493,2795180,1849820,1426070,2727851,955159,0,58840,488329,1261,Red Bank Boro,Monmouth,D. K-8 / 751 +,2,CD,,1,11.6,54555,89.6,54950,125.5,98860,12.3,Monmouth
25,4365,23582388,13053323,12091827,650528,310968,3674758,3385205,2439243,1836513,3114216,800578,0,1261090,178418,1172,Red Bank Regional,Monmouth,H. 7-12 / 9-12,5,FG,,1,10.4,64805,66,88825,99,107926,11,Monmouth
25,4520,1799423,1075157,998467,46453,30237,330594,304577,186513,49760,196070,40426,342,10747,19573,80,Roosevelt Boro,Monmouth,A. K-6,1,GH,,1,8.4,55098,18.4,53798,79,125000,13.7,Monmouth
25,4570,14787223,9312020,8405363,346538,560119,2527720,2171359,1517344,1245465,1235832,710026,0,194307,25778,902,Rumson Boro,Monmouth,D. K-8 / 751 +,2,J,,1,11.7,70510,93.9,75860,161.4,124210,15.5,Monmouth
25,4580,15617664,8345268,7756230,433250,155788,2665041,2440118,1648871,1190264,1648121,414742,0,1302406,0,979,Rumson-Fair Haven Reg,Monmouth,H. 7-12 / 9-12,5,J,,1,11.8,67510,74.7,67365,96.9,134639,9.5,Monmouth
25,4690,3179938,1726921,1665945,44362,16614,657635,576153,295184,205615,435927,164157,0,64202,13766,142,Sea Girt Boro,Monmouth,B. K-8 / 0 - 400,2,I,,1,7.5,70785,70.5,63159,70.5,119551,10.4,Monmouth
25,4760,12773203,6683915,6012668,508963,162284,1661156,1420056,1051105,744517,1810048,136565,20000,1469685,341316,638,Shore Regional,Monmouth,H. 7-12 / 9-12,5,GH,,1,11.6,72000,71.9,101275,92.4,138512,9.3,Monmouth
25,4770,7726663,5320337,4955682,183919,180736,948314,769479,776511,535011,641762,301940,0,39739,0,451,Shrewsbury Boro,Monmouth,C. K-8 / 401 - 750,2,I,,1,10.5,56245,42.9,57940,118,110000,14,Monmouth
25,4980,4876646,2679314,2471926,149419,57969,1063575,886715,505913,382413,515785,294519,0,105250,0,194,Spring Lake Boro,Monmouth,B. K-8 / 0 - 400,2,I,,1,7.5,69208,50.3,65495,69.6,115000,10.7,Monmouth
25,4990,5451316,3177221,2938172,226407,12642,846259,758012,694212,554880,626038,264523,0,107586,0,337,Spring Lake Heights Boro,Monmouth,B. K-8 / 0 - 400,2,FG,,1,10.1,60359,60.5,34148,141.3,88500,16.3,Monmouth
25,5185,24699710,15073370,14427011,479441,166918,5095834,4571338,2420745,2023270,1945808,76908,0,163953,178369,1520,Tinton Falls,Monmouth,D. K-8 / 751 +,2,GH,,1,10.1,52253,74.6,56006,169,130000,19.1,Monmouth
25,5230,9223765,5626443,5245860,283885,96698,1466946,1266036,896460,681320,1096494,699494,0,84708,78097,625,Union Beach,Monmouth,C. K-8 / 401 - 750,2,CD,,1,10.1,55334,67.8,56142,113.5,95635,12.9,Monmouth
25,5310,33256952,19281867,18300867,633747,347253,6056758,5693665,3181552,2720995,3591779,2062269,0,1123596,118516,2252,Upper Freehold Regional,Monmouth,F. K-12 / 1801 - 3500,3,GH,,1,11.7,64468,69.9,73000,163,131322,16.3,Monmouth
25,5420,59006319,35368269,34276007,853793,238469,8449358,7766512,6230786,5337828,6911990,4269401,0,1435466,95538,3444,Wall Twp,Monmouth,F. K-12 / 1801 - 3500,3,GH,,1,9.5,63200,53.4,71250,156.2,146511,19.3,Monmouth
25,5640,9257658,5275121,4900395,171756,202970,1761434,1250404,1107260,802419,978771,180678,0,134101,15533,550,West Long Branch Boro,Monmouth,C. K-8 / 401 - 750,2,FG,,1,9.5,62515,93.7,73910,112.4,115000,13.1,Monmouth
27,450,24239903,14224891,12879906,424547,920438,4745376,4204059,2231381,1718526,1924691,1127693,0,1094641,75109,1395,Boonton Town,Morris,E. K-12 / 0 - 1800,3,FG,,1,10.9,67303,56.2,77908,115.2,128706,12.7,Morris
27,460,7500135,4662715,4465482,155305,41928,931567,712129,913852,747960,863444,401139,0,97062,10326,430,Boonton Twp,Morris,C. K-8 / 401 - 750,2,I,,1,10.7,66365,71.3,76187,122.3,124803,13.1,Morris
27,630,19642740,10590561,10256442,143137,190982,3595658,3034746,2434952,1725537,2373195,1552283,0,643679,25571,1161,Butler Boro,Morris,E. K-12 / 0 - 1800,3,DE,,1,11.2,68082,70.4,74584,118.5,128129,12.3,Morris
27,785,57900217,33880203,32310106,1219502,350595,9517026,8752783,6562718,5861709,6443415,3417281,0,1451786,304820,4164,Sch Dist Of The Chathams,Morris,G. K-12 / 3501 +,3,J,,1,12.8,67564,88.4,83718,154.6,141202,13.9,Morris
27,820,18690686,10779819,10029699,517208,232912,2987090,2644936,2204961,1878324,2357632,1080646,0,252322,347817,1072,Chester Twp,Morris,D. K-8 / 751 +,2,J,,1,9.7,64321,55.6,73055,152.6,140128,18.5,Morris
27,1090,26718558,16413871,15360691,575021,478159,4007793,3485862,3065547,2753656,2578663,1456039,35711,207137,0,1571,Denville Twp,Morris,D. K-8 / 751 +,2,I,,1,10.7,59313,62.1,68863,163,127965,17.9,Morris
27,1110,33907243,22332807,19726646,1745270,860891,3166041,2941434,4197935,3646088,3263167,1809223,0,845527,632126,3312,Dover Town,Morris,F. K-12 / 1801 - 3500,3,A,,1,13.6,63342,121.3,65794,152.9,115473,12.5,Morris
27,1190,17554476,10239020,9352131,449872,437017,2832637,2066040,2178743,1943210,2064678,1207443,6000,168805,79740,927,East Hanover Twp,Morris,D. K-8 / 751 +,2,GH,,1,9.6,64598,59.5,62280,103.7,139194,12.6,Morris
27,1530,16994122,9792292,9057375,540380,194537,2865494,2562168,1975079,1703713,2004423,1120334,4643,196441,130336,966,Florham Park Boro,Morris,D. K-8 / 751 +,2,I,,1,10.5,64820,61.7,73778,120.3,133121,13.4,Morris
27,1990,26287714,13656460,13187938,338884,129638,4663671,4239353,3018818,2518023,2733353,1503453,52706,1753244,650436,1491,Hanover Park Regional,Morris,H. 7-12 / 9-12,5,GH,,1,10.9,71134,63.3,69562,124,144707,13.3,Morris
27,2000,23940423,13740987,12611272,721732,407983,4247389,3679442,2612979,2258070,2958234,1969740,0,163122,127645,1450,Hanover Twp,Morris,D. K-8 / 751 +,2,I,,1,10.8,66836,63.1,67546,160.2,128053,17.4,Morris
27,2010,6630576,3715789,3589328,106584,19877,1147101,961583,610106,424544,960435,235153,0,182379,26625,308,Harding Township,Morris,B. K-8 / 0 - 400,2,J,,1,8,63735,47.4,61035,96.3,111300,14,Morris
27,2380,50957558,27847120,25402389,1542994,901737,9225095,8631440,6074765,5464341,6542316,3651259,0,943359,60851,3964,Jefferson Twp,Morris,F. K-12 / 1801 - 3500,3,GH,,1,11.5,62753,57.9,63974,129.7,127364,13.5,Morris
27,2460,33275630,19081399,18178461,565872,337066,6259821,5581877,3370718,2908407,3347191,1777872,0,1113108,373442,1889,Kinnelon Boro,Morris,F. K-12 / 1801 - 3500,3,I,,1,11,82527,55.6,85467,117.2,138207,12.7,Morris
27,2650,12120864,7738059,7341978,244801,151280,1733075,1523423,1443251,1251819,1112639,717447,0,93729,18894,939,Lincoln Park Boro,Morris,D. K-8 / 751 +,2,FG,,1,11.4,63485,77.3,60660,157.2,134570,15.8,Morris
27,2870,39984307,22432860,21427867,753030,251963,7040336,6652000,4089254,3290415,4927679,2375785,0,1485713,112316,2620,Madison Boro,Morris,F. K-12 / 1801 - 3500,3,I,,1,12.3,73321,72.7,82763,137.1,123400,13.1,Morris
27,3090,9187465,5471026,5117388,247362,106276,1520218,1281969,1132117,957061,936282,358618,4958,122864,109559,525,Mendham Boro,Morris,C. K-8 / 401 - 750,2,J,,1,9.9,60980,120.6,57091,86,130045,9.4,Morris
27,3100,14157229,8030189,7503353,269918,256918,2048078,1906026,1627428,1428069,1735497,966755,0,275409,317915,696,Mendham Twp,Morris,C. K-8 / 401 - 750,2,J,,1,9.4,70448,57.4,62583,137.8,135707,17,Morris
27,3240,5586021,3214852,2917770,177724,119358,947173,352773,835112,690314,561865,44585,0,25526,27533,365,Mine Hill Twp,Morris,A. K-6,1,FG,,1,10.9,57925,144,61188,120,122996,11.8,Morris
27,3340,65184276,40631718,38175527,954556,1501635,11417771,10466647,5945099,4995599,5118654,1131357,45000,2011062,153911,3600,Montville Twp,Morris,G. K-12 / 3501 +,3,I,,1,9.5,65893,47.9,80906,150.1,131257,18.9,Morris
27,3365,18025302,10176359,7280180,690914,2205265,2768932,2621361,2577351,2103375,2080317,1035681,0,413010,184652,1153,Morris County Vocational,Morris,J. VOC,8,,,1,18.3,72415,120.7,84097,147.6,140604,9.3,Morris
27,3370,51449529,29346796,27133009,1317197,896590,8223947,7255105,5506218,4299961,5489286,3180877,0,2959173,486948,2778,Morris Hills Regional,Morris,H. 7-12 / 9-12,5,GH,,1,11.1,82140,65.9,81184,114.1,154643,12,Morris
27,3380,10267249,6132766,5823119,219370,90277,1461312,998321,1424319,1136492,1065776,609433,0,183077,18078,465,Morris Plains Boro,Morris,C. K-8 / 401 - 750,2,I,,1,9.3,62238,74.2,64234,114.2,135399,13.8,Morris
27,3385,85245991,48489725,45959737,1285180,1244808,16092508,14173966,8826875,7153962,9333368,5438077,0,1808932,3243622,5057,Morris School District,Morris,G. K-12 / 3501 +,3,GH,,1,11.6,70484,58.6,78613,156.6,134476,16.2,Morris
27,3410,6574254,3647554,3462640,95950,88964,1270804,1154063,747983,603727,815051,381457,0,88738,18002,348,Mount Arlington Boro,Morris,B. K-8 / 0 - 400,2,GH,,1,10.2,64550,58.5,86487,85,111657,9.8,Morris
27,3450,71792467,38801461,37128074,1361503,311884,10773149,9786154,7962636,6398958,11502590,5960510,1100,1694222,1435102,4597,Mount Olive Twp,Morris,G. K-12 / 3501 +,3,GH,,1,12.8,69976,71.4,68247,177.1,137023,16.3,Morris
27,3460,32729082,19121535,18248424,483132,389979,5704765,5169862,2894413,2517434,3783924,1739230,38837,1240862,49647,1532,Mountain Lakes Boro,Morris,E. K-12 / 0 - 1800,3,J,,1,10.1,84692,31.9,89799,107.1,145535,14,Morris
27,3520,4171587,2447702,2345599,83247,18856,624380,414550,623959,400023,443272,103747,0,29095,0,314,Netcong Boro,Morris,B. K-8 / 0 - 400,2,DE,,1,12.6,56440,82.9,62537,105,94461,9.6,Morris
27,3950,116869116,65930783,62688069,1065572,2177142,22832167,20356487,11468378,9664991,13410951,8128877,0,2833526,79432,7024,Parsippany-Troy Hills Twp,Morris,G. K-12 / 3501 +,3,GH,,1,10.9,73024,59.9,96145,169.3,123638,18.3,Morris
27,4000,14536854,8131466,7469744,394152,267570,3042471,2758636,1599096,1460637,1688504,18239,0,75317,55432,851,Long Hill Twp,Morris,D. K-8 / 751 +,2,I,,1,10.9,65478,55.3,75953,116.3,116546,12.8,Morris
27,4080,31963209,19203138,18086684,734003,382451,4996801,4483276,3412928,2853845,3274889,1794904,0,962756,273653,2119,Pequannock Twp,Morris,F. K-12 / 1801 - 3500,3,GH,,1,11.9,69915,58.7,66290,124.6,121468,12.6,Morris
27,4330,75018849,44047004,41511423,1763919,771662,11808590,10232337,8900597,6585681,7806585,4893480,0,1839688,418925,4699,Randolph Twp,Morris,G. K-12 / 3501 +,3,I,,1,11.4,71410,77.1,79730,162.1,130873,16.3,Morris
27,4440,5014319,2992520,2822870,82068,87582,706161,533842,735307,629308,519681,241639,0,53918,0,346,Riverdale Boro,Morris,B. K-8 / 0 - 400,2,FG,,1,10.8,60254,62.8,57654,166.5,123850,18.1,Morris
27,4480,8156598,4512168,4140118,309892,62158,1660870,1315617,1054437,780316,843102,467533,0,64258,37904,580,Rockaway Boro,Morris,C. K-8 / 401 - 750,2,FG,,1,11.4,54857,82.6,53760,115.6,110000,11.5,Morris
27,4490,42104404,23612146,22518964,826483,266699,8888021,8438379,4791850,3651898,4269717,2485120,0,38447,364036,2321,Rockaway Twp,Morris,D. K-8 / 751 +,2,I,,1,10.3,68253,47.4,70784,193.7,120328,22.9,Morris
27,4560,60240928,33883398,31976437,961014,945947,9323617,7635208,6672215,5454274,7902655,1507350,0,1614763,503218,3600,Roxbury Twp,Morris,G. K-12 / 3501 +,3,GH,,1,10.9,62481,64,70214,123.6,116728,13.2,Morris
27,5520,37284388,23884013,22617345,529613,737055,6502142,5407970,2946094,2622220,3688196,2057704,0,263944,16074,2061,Washington Twp,Morris,D. K-8 / 751 +,2,I,,1,10.2,68325,55.5,71963,205.8,134661,24,Morris
27,5660,39036083,21511542,20717443,543358,250741,6363143,5650412,4324330,3329790,4012343,2042902,3041,2765362,784133,2462,West Morris Regional,Morris,H. 7-12 / 9-12,5,I,,1,12.8,72890,77.5,70795,129.7,144850,11.8,Morris
27,5770,12558635,8201421,7638350,382278,180793,2014483,1144613,1321648,1089989,889223,0,0,113581,0,745,Wharton Boro,Morris,C. K-8 / 401 - 750,2,DE,,1,9.6,66522,81.8,80987,147.2,110313,17.1,Morris
29,185,44222175,26172167,25013053,731694,427420,6763781,6252772,3833256,3413973,5609387,3019224,0,1312303,540625,3122,Barnegat Twp,Ocean,F. K-12 / 1801 - 3500,3,CD,,1,11.3,55789,64.9,56928,183.8,112615,19.1,Ocean
29,210,2576201,1489636,1377400,82023,30213,364947,264149,222561,97998,403624,206829,0,83407,60301,128,Bay Head Boro,Ocean,B. K-8 / 0 - 400,2,I,,1,8.5,58015,129,85090,99.2,1,12.5,Ocean
29,230,1731828,977191,945041,25108,7042,386338,338709,138719,98722,218770,82799,0,648,0,68,Beach Haven Boro,Ocean,A. K-6,1,FG,,1,5,51345,590,5000,59,115000,12,Ocean
29,320,28961835,17348449,16261049,1023555,63845,3993375,3753987,3586229,3073149,3470272,1736305,0,108363,353326,2167,Berkeley Twp,Ocean,A. K-6,1,B,,1,12.2,62056,72.2,75390,179.3,109000,17.2,Ocean
29,530,123567928,79652252,74641717,1643339,3367196,19032963,17449758,10102829,9351147,10235629,6543807,0,2742636,480277,8606,Brick Twp,Ocean,G. K-12 / 3501 +,3,DE,,1,11.3,68405,65.7,71395,210.2,130427,21.9,Ocean
29,770,30757674,17450562,16929098,387834,133630,4781784,4453017,3146506,2462769,3400624,2064807,0,1638378,1099766,2114,Central Regional,Ocean,H. 7-12 / 9-12,4,B,,1,13.6,72679,84.2,72613,150.4,122359,12.8,Ocean
29,1150,2377210,1620850,1506572,67696,46582,301597,220850,263122,234555,184245,80209,0,0,0,147,Eagleswood Twp,Ocean,A. K-6,1,B,,1,9.1,57495,1775,57673,71,95470,7.9,Ocean
29,2350,2175267,1346628,1227246,91492,27890,165573,58051,265477,232347,382716,118329,0,12067,0,117,Island Heights Boro,Ocean,A. K-6,1,GH,,1,9.5,56980,96,44482,80,77086,9.3,Ocean
29,2360,118114380,69065897,64494617,1695623,2875657,19862538,17632815,11706318,9462289,12867678,7646018,0,2832402,473566,8205,Jackson Twp,Ocean,G. K-12 / 3501 +,3,DE,,1,12,61732,69,77082,198.2,148426,19.4,Ocean
29,2480,60361446,38048130,36222852,1171104,654174,8316536,7383766,4969747,4127523,6374918,4413261,0,1957677,44992,3987,Lacey Twp,Ocean,G. K-12 / 3501 +,3,DE,,1,11.5,64940,82.7,65439,152.7,109757,15.1,Ocean
29,2500,5838046,4035777,3798387,134180,103210,754903,631940,579677,466371,420302,153815,0,36998,27115,344,Lakehurst Boro,Ocean,B. K-8 / 0 - 400,2,B,,1,9.4,58069,61.8,55124,94.9,131742,11.5,Ocean
29,2520,81547550,45391089,42338346,1346344,1706399,17579862,13777367,8893500,6926085,7502001,1170525,0,486305,546963,5626,Lakewood Twp,Ocean,G. K-12 / 3501 +,3,,,1,11.4,52941,71.5,63988,201.8,124805,20.6,Ocean
29,2550,2944702,1715702,1654924,23642,37136,454648,344531,273833,219733,351138,168735,10000,88320,29728,146,Lavallette Boro,Ocean,B. K-8 / 0 - 400,2,DE,,1,7.8,69058,73,63783,76.8,164239,10.9,Ocean
29,2690,22975686,14557365,14087051,239565,230749,4119249,3620248,2265859,1761400,1977451,1169644,0,23809,166188,1606,Little Egg Harbor Twp,Ocean,A. K-6,1,B,,1,10.8,65772,84.9,69484,142.8,111516,14.9,Ocean
29,2760,5943214,3458373,3213078,119134,126161,1063449,919446,444260,297783,860840,440300,55500,0,0,233,Long Beach Island,Ocean,A. K-6,1,FG,,1,7.1,64879,58.8,78019,78.3,116165,12.4,Ocean
29,2940,46096906,28036653,27182431,668081,186141,6216807,5822993,4423477,3884508,5483605,2593416,0,1204049,506954,2936,Manchester Twp,Ocean,F. K-12 / 1801 - 3500,3,B,,1,10.2,62904,52.6,64693,144.2,112648,16.8,Ocean
29,3790,22946675,13956237,12563208,1255215,137814,2750382,2465078,4713221,3763152,2582879,951542,0,275589,129799,1558,Ocean County Vocational,Ocean,J. VOC,8,,,1,15.7,68781,123,69809,114.4,122319,8.2,Ocean
29,3800,2652478,1687990,1550574,49273,88143,471045,340307,267054,218534,194346,91342,15000,2640,0,151,Ocean Gate Boro,Ocean,A. K-6,1,B,,1,9.5,54715,78,61018,78,107722,9.2,Ocean
29,3820,9359455,5589706,5242740,253108,93858,1609884,1289795,986021,901926,1044537,608332,50000,67672,71870,497,Ocean Twp,Ocean,A. K-6,1,CD,,1,9.5,64350,48.8,76402,125.1,102622,15.8,Ocean
29,4105,27933934,15308796,14547467,339591,421738,4608852,4249951,2795878,2272883,3818267,1764933,0,1258150,0,1524,Pinelands Regional,Ocean,H. 7-12 / 9-12,4,B,,1,10,63000,68.3,67100,110.2,116521,12.6,Ocean
29,4190,23255127,13631968,12456627,547190,628151,3739853,3391321,2447420,2175192,2313334,493289,0,1081604,69357,1346,Plumsted Twp,Ocean,E. K-12 / 0 - 1800,3,DE,,1,9.6,63760,50.8,68353,95.4,127210,11.9,Ocean
29,4210,36161737,20805074,19740126,776760,288188,6063843,5274127,4199079,3690492,3804399,330350,0,1080590,1257121,2734,Point Pleasant Boro,Ocean,F. K-12 / 1801 - 3500,3,FG,,1,11.4,64456,87.8,71001,147.2,122273,14.5,Ocean
29,4220,13976483,7792773,7211979,459653,121141,2208908,1876291,1307846,1131913,1697431,969971,0,936940,87825,805,Point Pleasant Beach Boro,Ocean,E. K-12 / 0 - 1800,3,FG,,1,10.8,66473,69.4,71237,116.5,119731,12.4,Ocean
29,4710,3917686,2367641,2302155,41837,23649,876342,789838,319955,193306,330960,167891,9000,2629,24120,227,Seaside Heights Boro,Ocean,A. K-6,1,A,,1,10.2,67901,38.5,54822,233,92535,29.1,Ocean
29,4950,46072568,26897781,25819023,697200,381558,6249435,6149139,4689383,4085275,6266380,3530387,0,1780006,1353033,2847,Southern Regional,Ocean,H. 7-12 / 9-12,4,DE,,1,12.9,80342,85,82645,158.3,131940,14.2,Ocean
29,5020,33665946,19061217,17555071,922457,583689,6345601,5854748,3091995,2527116,4532943,2367608,0,145006,469792,2187,Stafford Twp,Ocean,A. K-6,1,DE,,1,11.8,56167,77.8,55392,167.5,116947,16.3,Ocean
29,5190,203808962,126946627,119686335,2004139,5256153,26110396,23132467,20310480,17591757,20912595,13969783,0,5119182,348375,15399,Toms River Regional,Ocean,G. K-12 / 3501 +,3,DE,,1,13,64515,101.6,67015,219,128215,19,Ocean
29,5220,4511987,2666823,2596623,49160,21040,820233,563006,374447,331204,581581,300140,0,50270,79369,296,Tuckerton Boro,Ocean,A. K-6,1,CD,,1,9.1,56712,48.3,54212,136.5,106377,17.9,Ocean
31,420,9768443,4962660,4758732,156002,47926,2588962,1745435,1125429,899263,1016502,87082,0,71587,6863,532,Bloomingdale Boro,Passaic,C. K-8 / 401 - 750,2,FG,,1,11.5,74020,54.6,65205,102.9,139818,10.8,Passaic
31,900,135096501,84811179,81083115,3285794,442270,23377808,21031046,13348062,10498129,10492778,6646199,0,2156544,447547,11148,Clifton City,Passaic,G. K-12 / 3501 +,3,CD,,1,12.6,65350,75.2,71350,201.8,121474,18.6,Passaic
31,1920,13619239,9228722,8890971,145349,192402,1813610,1630636,1508358,791875,924651,480774,0,123561,20055,1033,Haledon Boro,Passaic,D. K-8 / 751 +,2,B,,1,10.3,59310,73.4,78573,186.7,119991,20.7,Passaic
31,2100,34248763,19980763,19079614,694366,206783,6664012,5026207,3097741,2679206,3612279,2277339,0,725936,233928,2317,Hawthorne Boro,Passaic,F. K-12 / 1801 - 3500,3,DE,,1,11.6,62515,71.4,72215,155.2,120555,15.5,Passaic
31,2510,19413450,10429759,10132247,175631,121881,4107305,3267783,1661691,1181135,1851300,950003,0,1071543,6231,925,Lakeland Regional,Passaic,H. 7-12 / 9-12,5,FG,,1,10.7,75649,53.5,81669,93.1,133863,10.5,Passaic
31,2700,13224459,8701961,8225457,298656,177848,1843363,1634682,1444632,1243953,1157788,592080,0,60105,0,883,Little Falls Twp,Passaic,D. K-8 / 751 +,2,FG,,1,9.9,63410,70.5,81088,176.2,118676,20.2,Passaic
31,3640,8719923,5368543,5059369,165183,143991,1295516,1079296,1103614,799567,930811,408444,3600,17839,30259,659,North Haledon Boro,Passaic,C. K-8 / 401 - 750,2,FG,,1,10.9,55019,69.9,55064,103.4,118450,10.9,Passaic
